id,linguagem,dificuldade,pergunta,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,palavra_chave,explicacao
JAQ445,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ446,JavaScript,Media,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ447,JavaScript,Hard,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ448,JavaScript,Dificil,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ449,JavaScript,Simples,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ450,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ451,JavaScript,Media,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ452,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ453,JavaScript,Simples,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ454,JavaScript,Hard,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ455,JavaScript,Media,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ456,JavaScript,Hard,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ457,JavaScript,Media,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ458,JavaScript,Media,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ459,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ460,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ461,JavaScript,Media,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ462,JavaScript,Media,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ463,JavaScript,Dificil,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ464,JavaScript,Simples,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ465,JavaScript,Simples,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ466,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ467,JavaScript,Simples,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ468,JavaScript,Simples,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ469,JavaScript,Media,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ470,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ471,JavaScript,Media,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ472,JavaScript,Dificil,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ473,JavaScript,Media,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ474,JavaScript,Media,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ475,JavaScript,Media,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ476,JavaScript,Hard,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ477,JavaScript,Hard,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ478,JavaScript,Simples,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ479,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ480,JavaScript,Dificil,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ481,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ482,JavaScript,Dificil,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ483,JavaScript,Simples,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ484,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ485,JavaScript,Dificil,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ486,JavaScript,Simples,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ487,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ488,JavaScript,Hard,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ489,JavaScript,Simples,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ490,JavaScript,Dificil,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ491,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ492,JavaScript,Hard,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ493,JavaScript,Dificil,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ494,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ495,JavaScript,Dificil,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ496,JavaScript,Simples,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ497,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ498,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ499,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ500,JavaScript,Simples,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ501,JavaScript,Hard,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ502,JavaScript,Simples,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
